Order ID,Order Date,Customer Name,Country,State,City,Region,Category,Sales Quantity,Profit
349,2023-12-15,Customer_466,Germany,State_C,City_X,East,Electronics,6,416.85
350,2023-12-16,Customer_157,USA,State_B,City_X,West,Clothing,18,811.14
351,2023-12-17,Customer_151,India,State_A,City_Y,North,Electronics,11,931.49
352,2023-12-18,Customer_295,USA,State_B,City_X,North,Furniture,15,898.01
353,2023-12-19,Customer_170,Germany,State_A,City_Z,South,Clothing,14,398.19
354,2023-12-20,Customer_459,USA,State_C,City_X,West,Clothing,11,468.12
355,2023-12-21,Customer_206,Germany,State_C,City_Y,North,Furniture,17,799.55
356,2023-12-22,Customer_327,Canada,State_B,City_Z,East,Furniture,14,881.76
357,2023-12-23,Customer_154,UK,State_C,City_X,East,Furniture,7,415.28
358,2023-12-24,Customer_231,USA,State_C,City_Y,North,Electronics,17,721.68
359,2023-12-25,Customer_241,Canada,State_C,City_Y,East,Clothing,5,788.36
360,2023-12-26,Customer_49,UK,State_C,City_Y,North,Furniture,12,626.65
361,2023-12-27,Customer_179,India,State_B,City_X,South,Electronics,10,461.27
362,2023-12-28,Customer_447,India,State_A,City_Y,West,Clothing,1,55.43
363,2023-12-29,Customer_301,UK,State_C,City_Y,East,Electronics,10,756.39
364,2023-12-30,Customer_106,India,State_B,City_X,North,Electronics,17,979.92
365,2023-12-31,Customer_183,Canada,State_A,City_X,North,Electronics,12,535.04
366,2024-01-01,Customer_257,Germany,State_B,City_Z,East,Electronics,9,472.57
367,2024-01-02,Customer_343,USA,State_C,City_X,South,Electronics,2,398.75
368,2024-01-03,Customer_273,India,State_C,City_X,West,Electronics,19,362.01
369,2024-01-04,Customer_276,UK,State_C,City_Y,East,Furniture,14,770.11
370,2024-01-05,Customer_266,India,State_B,City_Y,North,Electronics,6,490.19
371,2024-01-06,Customer_113,USA,State_B,City_Z,North,Clothing,13,405.56
372,2024-01-07,Customer_221,India,State_A,City_X,South,Electronics,18,617.75
373,2024-01-08,Customer_52,India,State_B,City_Y,East,Furniture,16,591.42
374,2024-01-09,Customer_368,Germany,State_C,City_Z,North,Furniture,3,485.87
375,2024-01-10,Customer_139,USA,State_B,City_Z,South,Clothing,8,538.27
376,2024-01-11,Customer_124,Canada,State_A,City_Z,North,Clothing,12,903.43
377,2024-01-12,Customer_325,UK,State_B,City_Z,East,Furniture,14,260.02
378,2024-01-13,Customer_408,Canada,State_A,City_Y,North,Furniture,17,980.37
379,2024-01-14,Customer_271,UK,State_B,City_X,South,Electronics,8,68.07
380,2024-01-15,Customer_192,UK,State_C,City_Z,South,Clothing,3,429.49
381,2024-01-16,Customer_22,Canada,State_C,City_Y,South,Electronics,15,724.54
382,2024-01-17,Customer_175,India,State_B,City_Z,South,Clothing,12,505.47
383,2024-01-18,Customer_381,USA,State_A,City_Y,East,Electronics,17,589.82
384,2024-01-19,Customer_132,USA,State_A,City_Z,South,Clothing,9,520.48
385,2024-01-20,Customer_441,Canada,State_C,City_X,East,Furniture,9,198.46
386,2024-01-21,Customer_345,UK,State_B,City_X,West,Electronics,5,674.62
387,2024-01-22,Customer_209,India,State_B,City_Y,West,Clothing,18,947.9
388,2024-01-23,Customer_431,USA,State_A,City_X,North,Clothing,7,542.01
389,2024-01-24,Customer_55,UK,State_A,City_X,West,Clothing,11,59.72
390,2024-01-25,Customer_464,USA,State_B,City_Y,North,Electronics,13,186.98
391,2024-01-26,Customer_72,USA,State_B,City_Y,East,Clothing,12,928.76
392,2024-01-27,Customer_15,India,State_C,City_X,East,Furniture,6,225.38
393,2024-01-28,Customer_206,Germany,State_B,City_Y,South,Clothing,16,436.46
394,2024-01-29,Customer_144,Germany,State_B,City_X,West,Electronics,4,973.78
395,2024-01-30,Customer_410,India,State_A,City_X,South,Clothing,16,556.91
396,2024-01-31,Customer_310,Germany,State_B,City_Z,South,Electronics,1,60.44
397,2024-02-01,Customer_213,India,State_C,City_Z,North,Electronics,1,702.88
398,2024-02-02,Customer_443,Canada,State_B,City_Z,West,Electronics,9,803.95
399,2024-02-03,Customer_470,USA,State_C,City_Y,South,Furniture,3,321.47
400,2024-02-04,Customer_115,India,State_A,City_X,East,Clothing,17,413.58
401,2024-02-05,Customer_239,Germany,State_C,City_X,South,Electronics,1,994.69
402,2024-02-06,Customer_414,India,State_B,City_Y,West,Electronics,5,200.42
403,2024-02-07,Customer_45,USA,State_C,City_Y,East,Electronics,16,567.49
404,2024-02-08,Customer_38,Germany,State_A,City_Y,North,Furniture,15,622.94
405,2024-02-09,Customer_151,Germany,State_B,City_X,North,Clothing,16,886.11
406,2024-02-10,Customer_476,India,State_A,City_X,South,Furniture,13,252.83
407,2024-02-11,Customer_439,USA,State_C,City_X,West,Clothing,13,729.89
408,2024-02-12,Customer_333,India,State_B,City_Y,North,Electronics,2,974.32
409,2024-02-13,Customer_13,Germany,State_C,City_Y,East,Clothing,4,331.24
410,2024-02-14,Customer_377,India,State_B,City_X,North,Electronics,7,825.05
411,2024-02-15,Customer_316,India,State_C,City_X,East,Clothing,4,683.41
412,2024-02-16,Customer_411,USA,State_A,City_Z,West,Furniture,17,975.54
413,2024-02-17,Customer_461,Canada,State_C,City_Y,East,Electronics,2,798.87
414,2024-02-18,Customer_456,India,State_C,City_Z,East,Electronics,10,272.57
415,2024-02-19,Customer_216,USA,State_C,City_Y,North,Furniture,12,73.62
416,2024-02-20,Customer_424,Germany,State_A,City_X,North,Clothing,6,719.77
417,2024-02-21,Customer_126,UK,State_A,City_X,East,Furniture,11,577.36
418,2024-02-22,Customer_44,USA,State_A,City_X,East,Furniture,3,198.96
419,2024-02-23,Customer_461,Canada,State_B,City_Z,West,Electronics,17,620.93
420,2024-02-24,Customer_371,Germany,State_B,City_X,South,Furniture,13,12.58
421,2024-02-25,Customer_295,Germany,State_C,City_X,East,Electronics,14,895.59
422,2024-02-26,Customer_92,UK,State_C,City_Z,West,Electronics,5,875.01
423,2024-02-27,Customer_113,India,State_C,City_X,South,Furniture,10,568.84
424,2024-02-28,Customer_254,UK,State_A,City_X,East,Electronics,17,485.89
425,2024-02-29,Customer_326,Germany,State_A,City_X,West,Furniture,1,790.34
426,2024-03-01,Customer_227,Germany,State_C,City_X,North,Furniture,11,799.25
427,2024-03-02,Customer_418,Canada,State_A,City_X,East,Furniture,19,626.62
428,2024-03-03,Customer_172,India,State_B,City_Y,West,Furniture,6,566.39
429,2024-03-04,Customer_411,UK,State_B,City_X,South,Furniture,15,153.06
430,2024-03-05,Customer_185,Canada,State_C,City_X,South,Clothing,5,162.85
431,2024-03-06,Customer_454,India,State_A,City_Y,North,Clothing,15,159.68
432,2024-03-07,Customer_74,UK,State_A,City_Z,South,Furniture,14,342.53
433,2024-03-08,Customer_309,USA,State_A,City_Z,South,Electronics,15,769.27
434,2024-03-09,Customer_90,India,State_A,City_Z,East,Furniture,19,450.71
435,2024-03-10,Customer_28,Canada,State_C,City_X,North,Electronics,18,727.0
436,2024-03-11,Customer_44,Canada,State_A,City_Y,South,Clothing,7,508.17
437,2024-03-12,Customer_2,USA,State_A,City_X,East,Clothing,4,997.2
438,2024-03-13,Customer_339,USA,State_A,City_Y,North,Clothing,4,854.15
439,2024-03-14,Customer_128,India,State_B,City_Z,East,Furniture,10,223.25
440,2024-03-15,Customer_95,Canada,State_B,City_Z,North,Electronics,13,792.45
441,2024-03-16,Customer_481,Canada,State_B,City_Y,North,Clothing,5,21.91
442,2024-03-17,Customer_411,UK,State_B,City_X,South,Electronics,1,531.4
443,2024-03-18,Customer_341,USA,State_A,City_X,South,Furniture,5,227.21
444,2024-03-19,Customer_31,Germany,State_B,City_Z,East,Electronics,19,51.35
445,2024-03-20,Customer_360,Germany,State_B,City_X,West,Clothing,9,76.47
446,2024-03-21,Customer_65,Canada,State_B,City_X,North,Clothing,2,211.47
447,2024-03-22,Customer_151,India,State_B,City_X,East,Furniture,5,126.69
448,2024-03-23,Customer_99,UK,State_B,City_Y,West,Clothing,18,103.97
449,2024-03-24,Customer_309,USA,State_A,City_X,East,Furniture,3,487.27
450,2024-03-25,Customer_132,UK,State_C,City_X,North,Furniture,8,201.23
451,2024-03-26,Customer_71,UK,State_C,City_Z,East,Clothing,5,444.17
452,2024-03-27,Customer_141,Germany,State_C,City_Z,West,Furniture,7,449.41
453,2024-03-28,Customer_296,USA,State_C,City_Y,West,Electronics,5,760.92
454,2024-03-29,Customer_231,UK,State_C,City_Y,South,Clothing,12,905.56
455,2024-03-30,Customer_84,UK,State_C,City_X,East,Electronics,5,164.64
456,2024-03-31,Customer_240,UK,State_A,City_Z,West,Clothing,8,445.61
457,2024-04-01,Customer_177,USA,State_A,City_X,South,Furniture,6,956.31
458,2024-04-02,Customer_318,India,State_C,City_Z,East,Clothing,6,639.47
459,2024-04-03,Customer_455,Germany,State_A,City_Y,South,Electronics,8,353.3
460,2024-04-04,Customer_270,India,State_B,City_X,East,Furniture,5,646.3
461,2024-04-05,Customer_165,Germany,State_C,City_X,North,Electronics,7,356.1
462,2024-04-06,Customer_280,USA,State_A,City_Z,East,Furniture,2,383.29
463,2024-04-07,Customer_407,USA,State_C,City_Z,West,Electronics,18,685.85
464,2024-04-08,Customer_451,Canada,State_C,City_Z,North,Furniture,16,461.92
465,2024-04-09,Customer_123,UK,State_A,City_Z,West,Furniture,16,57.65
466,2024-04-10,Customer_477,India,State_C,City_X,East,Electronics,2,69.11
467,2024-04-11,Customer_250,Canada,State_A,City_X,North,Furniture,3,906.43
468,2024-04-12,Customer_491,Germany,State_B,City_Y,West,Clothing,8,345.54
469,2024-04-13,Customer_352,Canada,State_A,City_Y,North,Furniture,3,450.7
470,2024-04-14,Customer_54,India,State_B,City_Y,East,Clothing,16,994.91
471,2024-04-15,Customer_394,UK,State_C,City_X,East,Clothing,4,26.79
472,2024-04-16,Customer_170,UK,State_A,City_Y,South,Furniture,8,913.47
473,2024-04-17,Customer_442,USA,State_B,City_Y,East,Electronics,8,138.75
474,2024-04-18,Customer_345,UK,State_C,City_X,North,Electronics,16,988.2
475,2024-04-19,Customer_366,UK,State_B,City_Z,East,Electronics,3,637.64
476,2024-04-20,Customer_247,UK,State_B,City_Y,East,Electronics,5,448.77
477,2024-04-21,Customer_222,India,State_C,City_Z,North,Furniture,15,916.09
478,2024-04-22,Customer_245,USA,State_A,City_X,South,Electronics,14,842.09
479,2024-04-23,Customer_205,USA,State_B,City_X,West,Furniture,19,934.45
480,2024-04-24,Customer_339,Canada,State_A,City_X,East,Furniture,1,150.4
481,2024-04-25,Customer_363,USA,State_A,City_X,East,Clothing,4,431.96
482,2024-04-26,Customer_396,Germany,State_B,City_Z,East,Clothing,17,955.03
483,2024-04-27,Customer_106,Germany,State_C,City_Y,West,Furniture,17,595.12
484,2024-04-28,Customer_37,USA,State_A,City_Z,North,Clothing,6,974.79
485,2024-04-29,Customer_113,India,State_C,City_Y,North,Electronics,5,681.22
486,2024-04-30,Customer_145,Canada,State_A,City_Y,North,Electronics,16,344.68
487,2024-05-01,Customer_159,Canada,State_B,City_X,North,Clothing,2,627.1
488,2024-05-02,Customer_116,Germany,State_C,City_Z,West,Furniture,15,308.84
489,2024-05-03,Customer_107,India,State_B,City_X,North,Clothing,13,600.62
490,2024-05-04,Customer_213,Germany,State_B,City_Y,East,Electronics,9,439.01
491,2024-05-05,Customer_442,USA,State_A,City_X,North,Electronics,10,583.06
492,2024-05-06,Customer_292,USA,State_A,City_Z,South,Electronics,1,425.76
493,2024-05-07,Customer_426,Canada,State_B,City_Y,East,Clothing,8,853.44
494,2024-05-08,Customer_338,India,State_B,City_X,East,Furniture,13,933.48
495,2024-05-09,Customer_259,India,State_C,City_Y,West,Clothing,15,368.76
496,2024-05-10,Customer_214,India,State_C,City_X,North,Clothing,4,619.07
497,2024-05-11,Customer_94,India,State_B,City_X,North,Electronics,3,120.87
498,2024-05-12,Customer_165,India,State_B,City_Y,West,Electronics,13,230.41
499,2024-05-13,Customer_110,Germany,State_A,City_Y,East,Electronics,16,435.99
500,2024-05-14,Customer_303,Germany,State_B,City_Z,South,Furniture,17,824.58
501,2024-05-15,Customer_337,Germany,State_B,City_Z,North,Clothing,10,425.28
502,2024-05-16,Customer_284,UK,State_B,City_Y,South,Furniture,5,493.62
503,2024-05-17,Customer_329,Germany,State_C,City_X,North,Furniture,15,665.64
504,2024-05-18,Customer_29,USA,State_A,City_Y,East,Electronics,9,725.77
505,2024-05-19,Customer_131,UK,State_B,City_Z,West,Electronics,9,224.74
506,2024-05-20,Customer_228,UK,State_A,City_X,North,Clothing,1,999.02
507,2024-05-21,Customer_398,Germany,State_A,City_X,South,Electronics,18,548.99
508,2024-05-22,Customer_426,USA,State_A,City_Z,West,Furniture,11,727.57
509,2024-05-23,Customer_378,UK,State_B,City_X,West,Electronics,8,254.86
510,2024-05-24,Customer_293,Canada,State_A,City_X,East,Electronics,19,780.58
511,2024-05-25,Customer_229,Canada,State_C,City_Y,North,Clothing,6,903.61
512,2024-05-26,Customer_169,India,State_B,City_Z,South,Clothing,6,45.72
513,2024-05-27,Customer_19,UK,State_C,City_Z,South,Furniture,17,825.13
514,2024-05-28,Customer_226,India,State_A,City_Z,South,Furniture,16,994.26
515,2024-05-29,Customer_423,USA,State_C,City_Y,South,Clothing,6,232.28
516,2024-05-30,Customer_320,UK,State_A,City_X,South,Electronics,8,794.91
517,2024-05-31,Customer_47,India,State_C,City_X,North,Clothing,1,974.21
518,2024-06-01,Customer_361,Canada,State_A,City_Y,West,Electronics,8,11.21
519,2024-06-02,Customer_218,USA,State_B,City_Y,West,Electronics,3,575.09
520,2024-06-03,Customer_488,USA,State_C,City_Y,West,Clothing,6,89.63
521,2024-06-04,Customer_113,USA,State_A,City_Y,South,Electronics,8,524.92
522,2024-06-05,Customer_358,Canada,State_C,City_Z,South,Electronics,2,721.24
523,2024-06-06,Customer_3,USA,State_A,City_Z,West,Clothing,9,917.94
524,2024-06-07,Customer_99,UK,State_B,City_Z,North,Furniture,18,751.42
525,2024-06-08,Customer_285,Germany,State_C,City_Z,South,Electronics,9,319.72
526,2024-06-09,Customer_207,USA,State_C,City_X,South,Electronics,9,17.31
527,2024-06-10,Customer_204,Germany,State_A,City_X,East,Clothing,6,944.11
528,2024-06-11,Customer_443,Germany,State_B,City_Y,West,Furniture,19,398.63
529,2024-06-12,Customer_171,Germany,State_C,City_X,South,Clothing,17,245.38
530,2024-06-13,Customer_283,UK,State_C,City_Z,South,Clothing,12,171.92
531,2024-06-14,Customer_233,USA,State_A,City_X,North,Clothing,9,621.0
532,2024-06-15,Customer_406,Canada,State_A,City_Z,South,Furniture,15,982.24
533,2024-06-16,Customer_59,Canada,State_A,City_X,West,Clothing,3,625.22
534,2024-06-17,Customer_384,Canada,State_C,City_Z,West,Electronics,18,845.46
535,2024-06-18,Customer_401,UK,State_C,City_Y,East,Clothing,13,554.96
536,2024-06-19,Customer_477,Canada,State_B,City_Z,East,Clothing,11,316.42
537,2024-06-20,Customer_38,USA,State_A,City_X,South,Electronics,19,487.8
538,2024-06-21,Customer_490,USA,State_C,City_Y,West,Furniture,5,838.19
539,2024-06-22,Customer_238,India,State_C,City_Z,South,Electronics,7,650.5
540,2024-06-23,Customer_489,Germany,State_B,City_X,West,Electronics,14,378.14
541,2024-06-24,Customer_235,Germany,State_B,City_X,North,Electronics,13,154.92
542,2024-06-25,Customer_268,Canada,State_B,City_Y,East,Electronics,5,597.61
543,2024-06-26,Customer_407,USA,State_B,City_Y,South,Electronics,5,690.63
544,2024-06-27,Customer_7,USA,State_A,City_X,South,Electronics,7,133.78
545,2024-06-28,Customer_97,Germany,State_B,City_X,South,Furniture,2,619.52
546,2024-06-29,Customer_143,USA,State_A,City_Y,West,Clothing,12,569.74
547,2024-06-30,Customer_101,USA,State_B,City_X,North,Electronics,11,786.63
548,2024-07-01,Customer_344,USA,State_C,City_Z,West,Electronics,12,580.35
549,2024-07-02,Customer_204,UK,State_A,City_Z,East,Clothing,13,309.42
550,2024-07-03,Customer_420,UK,State_B,City_Z,North,Furniture,8,354.33
551,2024-07-04,Customer_192,Canada,State_A,City_Y,West,Furniture,19,116.49
552,2024-07-05,Customer_380,India,State_A,City_X,North,Clothing,3,736.23
553,2024-07-06,Customer_33,UK,State_C,City_Y,West,Electronics,8,536.25
554,2024-07-07,Customer_111,UK,State_B,City_X,West,Electronics,4,545.36
555,2024-07-08,Customer_348,Canada,State_C,City_Z,North,Clothing,15,246.63
556,2024-07-09,Customer_178,USA,State_A,City_Y,South,Clothing,4,949.13
557,2024-07-10,Customer_487,India,State_B,City_Y,North,Clothing,15,346.04
558,2024-07-11,Customer_379,India,State_A,City_Z,South,Furniture,18,799.91
559,2024-07-12,Customer_129,UK,State_C,City_X,East,Furniture,17,618.54
560,2024-07-13,Customer_151,Germany,State_A,City_X,North,Furniture,1,844.05
561,2024-07-14,Customer_98,Canada,State_C,City_X,North,Furniture,2,79.89
562,2024-07-15,Customer_455,India,State_C,City_Y,North,Clothing,19,573.48
563,2024-07-16,Customer_165,UK,State_C,City_X,North,Clothing,13,661.87
564,2024-07-17,Customer_403,Germany,State_A,City_X,West,Clothing,14,147.94
565,2024-07-18,Customer_284,Germany,State_C,City_X,North,Furniture,3,771.95
566,2024-07-19,Customer_157,Germany,State_B,City_Z,East,Furniture,8,922.95
567,2024-07-20,Customer_486,India,State_A,City_X,North,Clothing,18,710.79
568,2024-07-21,Customer_53,Canada,State_C,City_Z,South,Furniture,7,112.83
569,2024-07-22,Customer_103,Canada,State_C,City_X,South,Electronics,11,739.06
570,2024-07-23,Customer_499,India,State_C,City_Y,North,Clothing,9,828.08
571,2024-07-24,Customer_223,UK,State_C,City_Y,East,Clothing,12,975.35
572,2024-07-25,Customer_378,India,State_B,City_X,North,Furniture,19,971.91
573,2024-07-26,Customer_307,Germany,State_B,City_Y,East,Clothing,7,896.01
574,2024-07-27,Customer_303,Canada,State_B,City_X,South,Clothing,19,354.18
575,2024-07-28,Customer_8,Germany,State_C,City_X,South,Electronics,12,635.21
576,2024-07-29,Customer_470,India,State_C,City_Y,East,Clothing,6,231.4
577,2024-07-30,Customer_273,Germany,State_A,City_Y,North,Furniture,2,849.17
578,2024-07-31,Customer_232,UK,State_C,City_Y,South,Clothing,19,253.8
579,2024-08-01,Customer_158,India,State_B,City_Z,South,Furniture,19,996.66
580,2024-08-02,Customer_396,Canada,State_A,City_Y,South,Electronics,17,33.74
581,2024-08-03,Customer_446,Germany,State_C,City_Y,East,Electronics,5,111.52
582,2024-08-04,Customer_271,India,State_B,City_Y,East,Electronics,5,668.54
583,2024-08-05,Customer_361,Germany,State_C,City_Z,North,Electronics,4,505.39
584,2024-08-06,Customer_31,Germany,State_B,City_Z,East,Clothing,13,453.77
585,2024-08-07,Customer_137,Germany,State_B,City_X,West,Furniture,7,287.56
586,2024-08-08,Customer_169,USA,State_A,City_Y,West,Electronics,10,745.42
587,2024-08-09,Customer_433,India,State_A,City_X,West,Electronics,18,645.34
588,2024-08-10,Customer_159,USA,State_C,City_Y,South,Electronics,10,281.08
589,2024-08-11,Customer_408,Germany,State_A,City_Y,West,Electronics,4,47.54
590,2024-08-12,Customer_451,Germany,State_C,City_Y,North,Clothing,5,965.15
591,2024-08-13,Customer_221,India,State_B,City_X,South,Electronics,8,931.08
592,2024-08-14,Customer_193,UK,State_C,City_Y,East,Furniture,11,220.8
593,2024-08-15,Customer_232,Germany,State_A,City_Y,West,Electronics,16,748.46
594,2024-08-16,Customer_141,UK,State_B,City_X,West,Electronics,15,917.36
595,2024-08-17,Customer_146,Canada,State_A,City_Z,North,Clothing,8,868.22
596,2024-08-18,Customer_251,Germany,State_B,City_X,East,Clothing,12,379.31
597,2024-08-19,Customer_418,USA,State_C,City_Z,East,Electronics,2,251.12
598,2024-08-20,Customer_11,Germany,State_A,City_X,West,Electronics,1,658.17
599,2024-08-21,Customer_29,Canada,State_A,City_X,North,Furniture,2,271.71
600,2024-08-22,Customer_490,India,State_A,City_Y,North,Clothing,10,983.01
601,2024-08-23,Customer_460,Germany,State_C,City_Z,South,Clothing,5,603.2
602,2024-08-24,Customer_390,India,State_A,City_X,East,Clothing,7,459.45
603,2024-08-25,Customer_338,Germany,State_C,City_Y,East,Furniture,13,263.79
604,2024-08-26,Customer_134,Germany,State_C,City_X,South,Furniture,3,787.86
605,2024-08-27,Customer_378,Germany,State_A,City_X,West,Electronics,5,122.59
606,2024-08-28,Customer_43,India,State_A,City_Z,South,Clothing,16,295.99
607,2024-08-29,Customer_87,UK,State_A,City_Y,South,Clothing,16,316.03
608,2024-08-30,Customer_437,USA,State_A,City_Z,West,Clothing,16,635.19
609,2024-08-31,Customer_314,UK,State_B,City_Y,East,Clothing,5,752.95
610,2024-09-01,Customer_313,UK,State_A,City_Y,North,Electronics,13,286.7
611,2024-09-02,Customer_79,USA,State_A,City_Y,West,Furniture,7,988.65
612,2024-09-03,Customer_344,Germany,State_A,City_X,South,Furniture,12,227.01
613,2024-09-04,Customer_374,USA,State_B,City_Z,West,Furniture,2,427.06
614,2024-09-05,Customer_210,UK,State_A,City_Y,East,Furniture,9,273.08
615,2024-09-06,Customer_395,Germany,State_A,City_Z,East,Electronics,11,85.33
616,2024-09-07,Customer_201,Germany,State_C,City_X,South,Clothing,2,770.13
617,2024-09-08,Customer_305,Germany,State_B,City_Y,South,Clothing,4,826.86
618,2024-09-09,Customer_276,USA,State_C,City_Y,South,Electronics,18,254.16
619,2024-09-10,Customer_397,UK,State_B,City_Y,West,Furniture,19,651.85
620,2024-09-11,Customer_154,Canada,State_B,City_Z,West,Furniture,3,344.0
621,2024-09-12,Customer_334,Germany,State_C,City_Z,South,Electronics,10,567.81
622,2024-09-13,Customer_273,UK,State_C,City_Y,West,Furniture,2,345.4
623,2024-09-14,Customer_261,USA,State_C,City_X,North,Electronics,14,654.25
624,2024-09-15,Customer_473,Germany,State_A,City_Z,West,Furniture,18,979.54
625,2024-09-16,Customer_375,India,State_C,City_X,South,Electronics,14,677.37
626,2024-09-17,Customer_156,Canada,State_B,City_Y,South,Furniture,8,68.4
627,2024-09-18,Customer_435,USA,State_C,City_Y,West,Electronics,1,757.99
628,2024-09-19,Customer_325,Germany,State_A,City_X,East,Clothing,4,719.53
629,2024-09-20,Customer_132,India,State_C,City_Z,East,Clothing,18,667.65
630,2024-09-21,Customer_187,India,State_B,City_X,East,Furniture,6,634.86
631,2024-09-22,Customer_13,Germany,State_A,City_Y,West,Electronics,15,820.37
632,2024-09-23,Customer_131,USA,State_C,City_Z,North,Clothing,10,501.19
633,2024-09-24,Customer_333,Canada,State_C,City_X,South,Clothing,9,631.72
634,2024-09-25,Customer_353,Germany,State_B,City_Z,North,Furniture,18,157.62
635,2024-09-26,Customer_353,USA,State_A,City_X,West,Clothing,9,231.27
636,2024-09-27,Customer_318,Canada,State_B,City_Z,East,Clothing,13,738.39
637,2024-09-28,Customer_400,Germany,State_A,City_Z,West,Furniture,9,284.08
638,2024-09-29,Customer_357,UK,State_C,City_Y,East,Furniture,8,496.14
639,2024-09-30,Customer_331,Germany,State_C,City_X,North,Furniture,2,242.55
640,2024-10-01,Customer_397,UK,State_C,City_X,West,Electronics,15,447.55
641,2024-10-02,Customer_403,UK,State_C,City_Z,East,Furniture,8,431.73
642,2024-10-03,Customer_159,USA,State_B,City_Y,East,Electronics,6,371.34
643,2024-10-04,Customer_444,India,State_B,City_X,West,Electronics,3,262.29
644,2024-10-05,Customer_134,India,State_C,City_Z,West,Furniture,12,931.85
645,2024-10-06,Customer_145,Germany,State_C,City_Z,East,Electronics,1,434.11
646,2024-10-07,Customer_352,India,State_C,City_Z,South,Clothing,18,85.41
647,2024-10-08,Customer_97,UK,State_C,City_Z,North,Furniture,8,434.14
648,2024-10-09,Customer_445,Canada,State_C,City_Y,East,Clothing,5,98.89
649,2024-10-10,Customer_428,UK,State_B,City_Z,West,Furniture,19,716.58
650,2024-10-11,Customer_237,USA,State_B,City_Z,West,Electronics,19,489.19
651,2024-10-12,Customer_288,UK,State_B,City_Z,South,Furniture,6,290.02
652,2024-10-13,Customer_236,Canada,State_B,City_X,West,Clothing,16,725.66
653,2024-10-14,Customer_100,India,State_B,City_X,South,Furniture,12,295.23
654,2024-10-15,Customer_301,India,State_A,City_Y,West,Clothing,19,170.13
655,2024-10-16,Customer_281,Canada,State_C,City_Y,East,Electronics,3,854.5
656,2024-10-17,Customer_447,UK,State_C,City_X,South,Clothing,8,228.27
657,2024-10-18,Customer_336,UK,State_C,City_Z,North,Electronics,19,856.54
658,2024-10-19,Customer_22,India,State_A,City_Y,North,Clothing,11,547.16
659,2024-10-20,Customer_404,Canada,State_B,City_X,North,Furniture,1,521.68
660,2024-10-21,Customer_334,India,State_B,City_Z,West,Electronics,16,50.4
661,2024-10-22,Customer_34,India,State_A,City_Y,South,Electronics,14,332.28
662,2024-10-23,Customer_5,Canada,State_B,City_Y,North,Furniture,7,348.26
663,2024-10-24,Customer_40,India,State_A,City_X,East,Furniture,17,666.66
664,2024-10-25,Customer_125,USA,State_B,City_Y,East,Electronics,4,381.29
665,2024-10-26,Customer_68,USA,State_B,City_X,North,Electronics,17,136.09
666,2024-10-27,Customer_163,Canada,State_A,City_X,East,Furniture,17,445.71
667,2024-10-28,Customer_163,Germany,State_B,City_Z,South,Clothing,14,740.9
668,2024-10-29,Customer_43,India,State_A,City_Y,North,Furniture,15,699.17
669,2024-10-30,Customer_335,Canada,State_C,City_Z,North,Furniture,15,287.56
670,2024-10-31,Customer_211,USA,State_A,City_Z,South,Electronics,18,973.49
671,2024-11-01,Customer_359,UK,State_B,City_Z,South,Furniture,18,702.64
672,2024-11-02,Customer_39,India,State_A,City_Z,West,Clothing,11,162.0
673,2024-11-03,Customer_379,India,State_C,City_Y,South,Electronics,6,247.87
674,2024-11-04,Customer_177,Germany,State_B,City_Y,South,Furniture,19,657.65
675,2024-11-05,Customer_123,USA,State_A,City_X,East,Electronics,5,655.05
676,2024-11-06,Customer_210,UK,State_C,City_X,South,Electronics,4,470.64
677,2024-11-07,Customer_262,India,State_B,City_Y,West,Clothing,17,828.58
678,2024-11-08,Customer_231,USA,State_B,City_X,West,Electronics,9,632.85
679,2024-11-09,Customer_220,UK,State_C,City_Y,North,Electronics,11,449.71
680,2024-11-10,Customer_393,India,State_C,City_Z,South,Furniture,4,333.93
681,2024-11-11,Customer_297,UK,State_A,City_Z,West,Clothing,17,584.16
682,2024-11-12,Customer_198,USA,State_B,City_X,South,Furniture,3,375.27
683,2024-11-13,Customer_6,India,State_B,City_Y,West,Clothing,10,283.22
684,2024-11-14,Customer_8,USA,State_B,City_Y,North,Furniture,17,784.45
685,2024-11-15,Customer_463,Germany,State_B,City_X,North,Electronics,11,424.76
686,2024-11-16,Customer_294,UK,State_C,City_Y,North,Clothing,8,135.44
687,2024-11-17,Customer_362,USA,State_A,City_X,North,Electronics,17,871.88
688,2024-11-18,Customer_335,USA,State_A,City_X,East,Clothing,12,741.84
689,2024-11-19,Customer_34,Canada,State_C,City_Y,South,Furniture,17,370.85
690,2024-11-20,Customer_28,Canada,State_B,City_Y,North,Electronics,15,621.02
691,2024-11-21,Customer_180,UK,State_A,City_Y,South,Furniture,6,781.05
692,2024-11-22,Customer_78,Germany,State_B,City_Z,South,Furniture,6,816.83
693,2024-11-23,Customer_31,Canada,State_C,City_X,South,Electronics,7,644.37
694,2024-11-24,Customer_428,Germany,State_C,City_Y,East,Electronics,13,16.75
695,2024-11-25,Customer_175,Canada,State_A,City_X,North,Clothing,8,598.57
696,2024-11-26,Customer_10,Germany,State_C,City_Y,West,Furniture,18,551.45
697,2024-11-27,Customer_324,USA,State_A,City_X,West,Electronics,2,177.8
698,2024-11-28,Customer_260,Germany,State_B,City_X,East,Electronics,19,74.08
